CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CNPJ_ADMIN;ADMIN;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_CPF_CNPJ_CEDENTE_1;TAB_I2B1_PR_CEDENTE_1;TAB_I2B1_CPF_CNPJ_CEDENTE_2;TAB_I2B1_PR_CEDENTE_2;TAB_I2B1_CPF_CNPJ_CEDENTE_3;TAB_I2B1_PR_CEDENTE_3;TAB_I2B1_CPF_CNPJ_CEDENTE_4;TAB_I2B1_PR_CEDENTE_4;TAB_I2B1_CPF_CNPJ_CEDENTE_5;TAB_I2B1_PR_CEDENTE_5;TAB_I2B1_CPF_CNPJ_CEDENTE_6;TAB_I2B1_PR_CEDENTE_6;TAB_I2B1_CPF_CNPJ_CEDENTE_7;TAB_I2B1_PR_CEDENTE_7;TAB_I2B1_CPF_CNPJ_CEDENTE_8;TAB_I2B1_PR_CEDENTE_8;TAB_I2B1_CPF_CNPJ_CEDENTE_9;TAB_I2B1_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;25677011.98;5809.49;25454337.04;445757.92;445757.92;0.00;0.00;30000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30000.00;23137034.57;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;178144.47;0.00;1693400.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;216865.45;216865.45;0.00
20.953.316/0001-05;PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2019-03-31;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FECHADO;N;N;12882185.20;30190.89;11607447.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11487124.31;10350476000106;30.30;1337934000186;20.40;5004337000190;16.84;5317992000107;13.10;61082004000150;10.28;;;;;;;;;80500.00;0.00;0.00;0.00;0.00;80500.00;0.00;39823.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1244546.68;1244546.68;0.00
20.968.874/0001-44;JB VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;54829582.32;7071.75;54822510.47;53765713.75;0.00;53765713.75;7852604.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1056796.72;0.00;0.00;0.00;0.00;1056796.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10
20.968.898/0001-01;JOB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;6815605.55;6931.01;6736546.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3034323.30;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1161866.93;0.00;0.00;0.00;0.00;1161866.93;0.00;115487.63;0.00;2424868.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72127.92;72127.92;0.00
20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;FECHADO;N;N;63449978.90;100.96;63449877.94;44510748.62;20159815.55;0.00;0.00;0.00;0.00;24350933.07;0.00;0.00;24350933.07;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;18838847.04;0.00;0.00;0.00;0.00;18838847.04;0.00;100282.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20.997.817/0001-93;SPECIAL SITUATIONS II FUNDO DE INVESTIMENTO EM COTAS DE FIDC NP MULTICARTEIRA;2019-03-31;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;FECHADO;N;N;29344103.80;17083.70;29327020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;250593.29;0.00;0.00;0.00;0.00;29076426.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
20.997.818/0001-38;SPECIAL SITUATIONS I FICFIDC NP MULTICARTEIRA;2019-03-31;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;FECHADO;N;N;32172063.57;14239.32;32157824.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140332.24;0.00;0.00;0.00;0.00;32017492.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.009.016/0001-35;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS  MULTISSETORIAL HALLEY COMET;2019-03-31;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FECHADO;N;N;15907980.39;9995.94;15736584.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20040.24;15716544.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;161399.71;0.00;161399.71
21.025.084/0001-98;GÁTRIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;122032342.65;67713.76;119196043.92;101802904.56;98073361.26;0.00;0.00;6898361.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3168818.00;0.00;;;;;;;;;;;;;;;;;;;8871686.51;0.00;0.00;0.00;0.00;8871686.51;0.00;8521452.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2768584.97;2768584.97;0.00
21.053.703/0001-58;CEDRO FIDC MULTISSETORIAL NP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;11339846.51;7001.62;11332844.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10910741.53;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;220031.27;0.00;0.00;0.00;0.00;220031.27;0.00;51770.31;0.00;150301.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.053.720/0001-95;GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;14491250.00;6695.26;14236285.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10122877.95;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;3592618.56;0.00;0.00;0.00;0.00;3592618.56;0.00;39823.32;0.00;480965.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248269.21;248269.18;0.03
21.053.898/0001-36;ARTCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - NÃO PADRONIZADO;2019-03-31;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO;FECHADO;N;N;8328765.52;35413.22;8247226.56;7690052.24;1173875.57;0.00;0.00;6516176.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;537262.66;0.00;0.00;0.00;0.00;537262.66;0.00;19911.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46125.74;46125.74;0.00
21.081.879/0001-13;CMF FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL LP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;26995970.96;3559.44;26485191.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24050945.95;52311347000906;24.09;58609553000126;13.60;5328961000143;12.87;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99558.30;0.00;2334687.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;507219.58;507219.24;0.34
21.081.952/0001-57;GRUPO TIRADENTES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;18007635.60;3290.81;17857215.21;14903620.94;12876586.64;2496339.82;301839.60;96192.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;565497.62;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;2785564.86;0.00;0.00;0.00;0.00;2785564.86;0.00;47787.98;0.00;120241.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;147129.58;147129.33;0.25
21.081.976/0001-06;TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;131170384.89;7526.65;130242612.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102493952.71;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;4860648.56;0.00;0.00;0.00;0.00;4860648.56;0.00;187169.60;0.00;22700841.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;920245.45;918532.87;1712.58
21.120.576/0001-62;ALGARVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PADRONIZADOS MULTISSETORIAL;2019-03-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;FECHADO;N;S;18484681.75;68874.18;18415807.57;9372879.51;10102492.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;729612.73;0.00;;;;;;;;;;;;;;;;;;;9042928.06;0.00;0.00;0.00;0.00;9042928.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.126.275/0001-46;VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;ABERTO;N;S;598764776.68;39003.35;598713007.11;496057013.59;496057013.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;102655993.52;0.00;0.00;0.00;1604387.59;101051605.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12766.22;12766.22;0.00
21.161.619/0001-58;CELG DISTRIBUIÇÃO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;438972549.00;21.02;438939876.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;372527452.23;1543032000104;86.91;;;;;;;;;;;;;;;;;61598486.55;0.00;0.00;0.00;0.00;61598486.55;0.00;4813937.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32651.31;32651.31;0.00
21.186.616/0001-79;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RN BRASIL - FINANCIAMENTO DE VEÍCULOS;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FECHADO;N;N;268329055.33;500.00;266496940.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;222895359.28;62307848000115;84.95;0;;0;;0;;0;;0;;0;;0;;0;;43601581.58;0.00;0.00;0.00;0.00;43601581.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1831614.47;1831614.47;0.00
21.247.203/0001-57;ADICIONAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO PADRONIZADOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;11041596.27;237792.95;10720884.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9873541.57;7196579000159;11.12;7295413000190;10.10;;;;;;;;;;;;;;;799554.59;0.00;0.00;0.00;0.00;799554.59;0.00;47787.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;82919.18;82919.18;0.00
21.247.235/0001-52;VIENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;S;3127916.78;11984.04;3106595.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2926621.39;26527609000107;76.26;5748131000175;42.42;;;;;;;;;;;;;;;140150.53;0.00;0.00;0.00;0.00;140150.53;0.00;39823.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9337.51;9337.51;0.00
21.254.441/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAPITAL 5 - NAO PADRONIZADO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;20942455.48;7436.09;20625207.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12726352.90;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;429403.88;0.00;7469450.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;309812.25;309812.25;0.00
21.254.455/0001-03;PAULISTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;10376254.92;1709.90;10242223.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8920177.93;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1007696.98;0.00;0.00;0.00;0.00;1007696.98;0.00;43805.66;0.00;270543.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;132321.24;132321.17;0.07
21.254.464/0001-02;FORTUANNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;4659748.05;4121.77;4655626.26;3211537.01;3211537.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1259873.36;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23893.99;0.00;160321.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02
21.347.748/0001-35;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INVEST DUNAS;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;ABERTO;N;N;38803.44;3108.24;35695.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;35695.20;0.00;0.00;0.00;0.00;150.52;35544.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.397.569/0001-02;FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;31822451.78;7199.04;30633027.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30350533.62;80418205000120;15.72;3084648000181;11.81;21273137000190;10.29;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102132.03;0.00;180362.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1182224.95;1182224.74;0.21
21.397.715/0001-08;FIDC BRASIL PLURAL RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;S;S;211383736.02;8832.80;2154325.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2154325.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;209220577.68;0.00;209220577.68
21.397.762/0001-43;PAULISTA VARALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;15998638.37;5021.57;7758089.56;0.00;0.00;0.00;0.00;649999.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;649999.97;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;7687948.73;0.00;0.00;7687948.73;0.00;0.00;0.00;0.00;0.00;70140.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8235527.24;2662247.21;5573280.03
21.397.791/0001-05;II FIDC NP POLO RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;177900234.69;4253.33;8831173.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8831173.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;169064808.14;0.00;169064808.14
21.454.585/0001-90;IRACEMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;ABERTO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.556.756/0001-91;ALPHATRADE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;FECHADO;N;S;61792198.72;1597.72;61790601.00;51533271.94;0.00;0.00;0.00;51533271.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;9918830.84;0.00;0.00;0.00;0.00;9918830.84;0.00;338498.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.605.486/0001-61;VALORTEC FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;2605904.39;10597.50;2523381.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2201929.56;21616792000101;18.66;3217127000155;10.45;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80968.96;0.00;240482.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71925.51;71925.47;0.04
21.648.446/0001-05;CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;FECHADO;N;S;206813567.99;687.97;206812880.02;205183732.16;0.00;0.00;0.00;551242521.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;346058789.41;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1629147.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.658.426/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS WNT - FORNECEDORES;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;11941025.17;9225.85;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11931791.32;0.00;11931791.32
21.824.924/0001-82;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS CIELO;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;1312626.26;1170.41;1311455.85;65559.62;0.00;0.00;0.00;65559.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;1015240.14;0.00;0.00;0.00;0.00;1015240.14;0.00;230656.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.838.483/0001-78;RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2019-03-31;44.077.014/0001-89;BR-CAPITAL DTVM S.A.;FECHADO;S;S;1048697236.97;1.00;1048697235.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;1048697235.97;0.00;0.00;0.00;0.00;82018.93;1048615217.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.862.162/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS III;2019-03-31;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;FECHADO;N;N;79692901.86;9376.47;79559435.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74511158.82;87163234000138;93.70;;;;;;;;;;;;;;;;;2762121.11;0.00;0.00;0.00;0.00;2762121.11;0.00;2286155.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;124089.97;124089.97;0.00
